date,curve,tenor,rate,rate_stressed
2019-12-20,INRZeroCurve,300yr,6.2810,6.2810
2019-12-19,INRZeroCurve,300yr,6.3470,6.3470
2019-12-18,INRZeroCurve,300yr,6.3510,6.3510
2019-12-17,INRZeroCurve,300yr,6.3690,6.3690
2019-12-16,INRZeroCurve,300yr,6.3830,6.3830
2019-12-13,INRZeroCurve,300yr,6.3940,6.3940
2019-12-12,INRZeroCurve,300yr,6.37,6.37
2019-12-11,INRZeroCurve,300yr,6.3510,6.3510
2019-12-10,INRZeroCurve,300yr,6.3220,6.3220
2019-12-09,INRZeroCurve,300yr,6.27,6.27
2019-12-06,INRZeroCurve,300yr,6.2510,6.2510
2019-12-05,INRZeroCurve,300yr,6.1950,6.1950
2019-12-04,INRZeroCurve,300yr,6.0140,6.0140
2019-12-03,INRZeroCurve,300yr,6.0280,6.0280
2019-12-02,INRZeroCurve,300yr,6.01,6.01
2019-11-29,INRZeroCurve,300yr,6.0040,6.0040
2019-11-28,INRZeroCurve,300yr,6.0080,6.0080
2019-11-27,INRZeroCurve,300yr,6.0120,6.0120
2019-11-26,INRZeroCurve,300yr,6.0160,6.0160
2019-11-25,INRZeroCurve,300yr,6.0010,6.0010
2019-11-22,INRZeroCurve,300yr,6.0060,6.0060
2019-11-21,INRZeroCurve,300yr,6.0280,6.0280
2019-11-20,INRZeroCurve,300yr,6.01,6.01
2019-11-19,INRZeroCurve,300yr,6.0340,6.0340
2019-11-18,INRZeroCurve,300yr,6.0540,6.0540
2019-11-15,INRZeroCurve,300yr,6.0650,6.0650
2019-11-14,INRZeroCurve,300yr,6.0550,6.0550
2019-11-13,INRZeroCurve,300yr,6.05,6.05
2019-11-11,INRZeroCurve,300yr,6.0770,6.0770
2019-11-08,INRZeroCurve,300yr,6.0690,6.0690
2019-11-07,INRZeroCurve,300yr,6.0660,6.0660
2019-11-06,INRZeroCurve,300yr,6.0730,6.0730
2019-11-05,INRZeroCurve,300yr,6.0810,6.0810
2019-11-04,INRZeroCurve,300yr,6.0560,6.0560
2019-11-01,INRZeroCurve,300yr,6.0540,6.0540
2019-10-31,INRZeroCurve,300yr,5.9350,5.9350
2019-10-30,INRZeroCurve,300yr,5.9420,5.9420
2019-10-29,INRZeroCurve,300yr,5.9260,5.9260
2019-10-28,INRZeroCurve,300yr,5.9260,5.9260
2019-10-25,INRZeroCurve,300yr,5.9260,5.9260
2019-10-24,INRZeroCurve,300yr,5.9130,5.9130
2019-10-23,INRZeroCurve,300yr,5.9240,5.9240
2019-10-22,INRZeroCurve,300yr,5.9320,5.9320
2019-10-18,INRZeroCurve,300yr,5.9560,5.9560
2019-10-17,INRZeroCurve,300yr,5.9360,5.9360
2019-10-16,INRZeroCurve,300yr,5.9470,5.9470
2019-10-15,INRZeroCurve,300yr,5.9650,5.9650
2019-10-14,INRZeroCurve,300yr,5.9760,5.9760
2019-10-11,INRZeroCurve,300yr,5.9680,5.9680
2019-10-10,INRZeroCurve,300yr,5.9620,5.9620
2019-10-09,INRZeroCurve,300yr,5.9940,5.9940
2019-10-07,INRZeroCurve,300yr,6.0220,6.0220
2019-10-04,INRZeroCurve,300yr,6.0310,6.0310
2019-10-03,INRZeroCurve,300yr,6.0520,6.0520
2019-10-01,INRZeroCurve,300yr,6.1260,6.1260
2019-09-30,INRZeroCurve,300yr,6.1470,6.1470
2019-09-27,INRZeroCurve,300yr,6.1320,6.1320
2019-09-26,INRZeroCurve,300yr,6.1490,6.1490
2019-09-25,INRZeroCurve,300yr,6.14,6.14
2019-09-24,INRZeroCurve,300yr,6.1270,6.1270
2019-09-23,INRZeroCurve,300yr,6.1240,6.1240
2019-09-20,INRZeroCurve,300yr,6.0480,6.0480
2019-09-19,INRZeroCurve,300yr,6.0420,6.0420
2019-09-18,INRZeroCurve,300yr,6.0930,6.0930
2019-09-17,INRZeroCurve,300yr,6.1070,6.1070
2019-09-16,INRZeroCurve,300yr,6.0370,6.0370
2019-09-13,INRZeroCurve,300yr,6.0360,6.0360
2019-09-12,INRZeroCurve,300yr,6.0360,6.0360
2019-09-11,INRZeroCurve,300yr,5.9730,5.9730
2019-09-09,INRZeroCurve,300yr,6.0150,6.0150
2019-09-06,INRZeroCurve,300yr,6.0240,6.0240
2019-09-05,INRZeroCurve,300yr,6.0350,6.0350
2019-09-04,INRZeroCurve,300yr,6.05,6.05
2019-09-03,INRZeroCurve,300yr,6.0630,6.0630
2019-08-30,INRZeroCurve,300yr,6.0490,6.0490
2019-08-29,INRZeroCurve,300yr,6.0530,6.0530
2019-08-28,INRZeroCurve,300yr,6.0410,6.0410
2019-08-27,INRZeroCurve,300yr,6.0440,6.0440
2019-08-26,INRZeroCurve,300yr,6.1120,6.1120
2019-08-23,INRZeroCurve,300yr,6.0940,6.0940
2019-08-22,INRZeroCurve,300yr,6.1080,6.1080
2019-08-21,INRZeroCurve,300yr,6.1050,6.1050
2019-08-20,INRZeroCurve,300yr,6.1320,6.1320
2019-08-19,INRZeroCurve,300yr,6.1260,6.1260
2019-08-16,INRZeroCurve,300yr,6.1980,6.1980
2019-08-14,INRZeroCurve,300yr,6.11,6.11
2019-08-13,INRZeroCurve,300yr,6.0870,6.0870
2019-08-09,INRZeroCurve,300yr,5.9810,5.9810
2019-08-08,INRZeroCurve,300yr,6.0280,6.0280
2019-08-07,INRZeroCurve,300yr,6.1040,6.1040
2019-08-06,INRZeroCurve,300yr,6.16,6.16
2019-08-05,INRZeroCurve,300yr,6.1210,6.1210
2019-08-02,INRZeroCurve,300yr,6.2120,6.2120
2019-08-01,INRZeroCurve,300yr,6.2090,6.2090
2019-07-31,INRZeroCurve,300yr,6.2290,6.2290
2019-07-30,INRZeroCurve,300yr,6.2460,6.2460
2019-07-29,INRZeroCurve,300yr,6.3150,6.3150
2019-07-26,INRZeroCurve,300yr,6.3160,6.3160
2019-07-25,INRZeroCurve,300yr,6.2640,6.2640
2019-07-24,INRZeroCurve,300yr,6.2980,6.2980
2019-07-23,INRZeroCurve,300yr,6.2720,6.2720
2019-07-22,INRZeroCurve,300yr,6.2360,6.2360
2019-07-19,INRZeroCurve,300yr,6.2870,6.2870
2019-07-18,INRZeroCurve,300yr,6.2970,6.2970
2019-07-17,INRZeroCurve,300yr,6.2810,6.2810
2019-07-16,INRZeroCurve,300yr,6.3080,6.3080
2019-07-15,INRZeroCurve,300yr,6.3510,6.3510
2019-07-12,INRZeroCurve,300yr,6.3550,6.3550
2019-07-11,INRZeroCurve,300yr,6.3690,6.3690
2019-07-10,INRZeroCurve,300yr,6.3820,6.3820
2019-07-09,INRZeroCurve,300yr,6.3630,6.3630
2019-07-08,INRZeroCurve,300yr,6.4280,6.4280
2019-07-05,INRZeroCurve,300yr,6.4940,6.4940
2019-07-04,INRZeroCurve,300yr,6.5440,6.5440
2019-07-03,INRZeroCurve,300yr,6.5670,6.5670
2019-07-02,INRZeroCurve,300yr,6.59,6.59
2019-07-01,INRZeroCurve,300yr,6.5690,6.5690
2019-06-28,INRZeroCurve,300yr,6.5760,6.5760
2019-06-27,INRZeroCurve,300yr,6.5810,6.5810
2019-06-26,INRZeroCurve,300yr,6.5080,6.5080
2019-06-25,INRZeroCurve,300yr,6.5260,6.5260
2019-06-24,INRZeroCurve,300yr,6.4930,6.4930
2019-06-21,INRZeroCurve,300yr,6.4130,6.4130
2019-06-20,INRZeroCurve,300yr,6.4850,6.4850
2019-06-19,INRZeroCurve,300yr,6.5460,6.5460
2019-06-18,INRZeroCurve,300yr,6.5480,6.5480
2019-06-17,INRZeroCurve,300yr,6.5350,6.5350
2019-06-14,INRZeroCurve,300yr,6.5820,6.5820
2019-06-13,INRZeroCurve,300yr,6.6140,6.6140
2019-06-12,INRZeroCurve,300yr,6.6250,6.6250
2019-06-11,INRZeroCurve,300yr,6.6190,6.6190
2019-06-10,INRZeroCurve,300yr,6.58,6.58
2019-06-07,INRZeroCurve,300yr,6.5910,6.5910
2019-06-06,INRZeroCurve,300yr,6.6720,6.6720
2019-06-04,INRZeroCurve,300yr,6.6510,6.6510
2019-06-03,INRZeroCurve,300yr,6.6720,6.6720
2019-05-31,INRZeroCurve,300yr,6.7350,6.7350
2019-05-30,INRZeroCurve,300yr,6.7280,6.7280
2019-05-29,INRZeroCurve,300yr,6.7330,6.7330
2019-05-28,INRZeroCurve,300yr,6.7240,6.7240
2019-05-27,INRZeroCurve,300yr,6.7650,6.7650
2019-05-24,INRZeroCurve,300yr,6.7780,6.7780
2019-05-23,INRZeroCurve,300yr,6.8160,6.8160
2019-05-22,INRZeroCurve,300yr,6.83,6.83
2019-05-21,INRZeroCurve,300yr,6.8410,6.8410
2019-05-20,INRZeroCurve,300yr,6.9280,6.9280
2019-05-17,INRZeroCurve,300yr,6.9340,6.9340
2019-05-16,INRZeroCurve,300yr,6.9490,6.9490
2019-05-15,INRZeroCurve,300yr,6.9360,6.9360
2019-05-14,INRZeroCurve,300yr,7.0040,7.0040
2019-05-13,INRZeroCurve,300yr,7.0240,7.0240
2019-05-10,INRZeroCurve,300yr,7.0240,7.0240
2019-05-09,INRZeroCurve,300yr,7.0150,7.0150
2019-05-08,INRZeroCurve,300yr,7.0420,7.0420
2019-05-07,INRZeroCurve,300yr,7.0430,7.0430
2019-05-06,INRZeroCurve,300yr,7.0540,7.0540
2019-05-03,INRZeroCurve,300yr,7.0430,7.0430
2019-05-02,INRZeroCurve,300yr,7.0340,7.0340
2019-04-30,INRZeroCurve,300yr,7.0490,7.0490
2019-04-26,INRZeroCurve,300yr,7.0550,7.0550
2019-04-25,INRZeroCurve,300yr,7.0460,7.0460
2019-04-24,INRZeroCurve,300yr,7.0830,7.0830
2019-04-23,INRZeroCurve,300yr,7.1140,7.1140
2019-04-22,INRZeroCurve,300yr,6.9770,6.9770
2019-04-18,INRZeroCurve,300yr,7.02,7.02
2019-04-16,INRZeroCurve,300yr,7.0210,7.0210
2019-04-15,INRZeroCurve,300yr,7.0060,7.0060
2019-04-12,INRZeroCurve,300yr,6.95,6.95
2019-04-11,INRZeroCurve,300yr,6.9540,6.9540
2019-04-10,INRZeroCurve,300yr,6.9650,6.9650
2019-04-09,INRZeroCurve,300yr,6.9660,6.9660
2019-04-08,INRZeroCurve,300yr,6.8730,6.8730
2019-04-05,INRZeroCurve,300yr,6.8180,6.8180
2019-04-04,INRZeroCurve,300yr,6.7680,6.7680
2019-04-03,INRZeroCurve,300yr,6.7020,6.7020
2019-04-02,INRZeroCurve,300yr,6.6590,6.6590
2019-04-01,INRZeroCurve,300yr,6.6690,6.6690
2019-03-28,INRZeroCurve,300yr,6.6090,6.6090
2019-03-27,INRZeroCurve,300yr,6.6150,6.6150
2019-03-26,INRZeroCurve,300yr,6.6290,6.6290
2019-03-25,INRZeroCurve,300yr,6.6190,6.6190
2019-03-22,INRZeroCurve,300yr,6.6370,6.6370
2019-03-20,INRZeroCurve,300yr,6.6330,6.6330
2019-03-19,INRZeroCurve,300yr,6.6230,6.6230
2019-03-18,INRZeroCurve,300yr,6.6250,6.6250
2019-03-15,INRZeroCurve,300yr,6.6710,6.6710
2019-03-14,INRZeroCurve,300yr,6.7260,6.7260
2019-03-13,INRZeroCurve,300yr,6.7230,6.7230
2019-03-12,INRZeroCurve,300yr,6.7210,6.7210
2019-03-11,INRZeroCurve,300yr,6.7270,6.7270
2019-03-08,INRZeroCurve,300yr,6.7450,6.7450
2019-03-07,INRZeroCurve,300yr,6.7550,6.7550
2019-03-06,INRZeroCurve,300yr,6.7650,6.7650
2019-03-05,INRZeroCurve,300yr,6.77,6.77
2019-03-01,INRZeroCurve,300yr,6.7780,6.7780
2019-02-28,INRZeroCurve,300yr,6.7870,6.7870
2019-02-27,INRZeroCurve,300yr,6.8010,6.8010
2019-02-26,INRZeroCurve,300yr,6.8070,6.8070
2019-02-25,INRZeroCurve,300yr,6.7650,6.7650
2019-02-22,INRZeroCurve,300yr,6.7620,6.7620
2019-02-21,INRZeroCurve,300yr,6.7440,6.7440
2019-02-20,INRZeroCurve,300yr,6.8250,6.8250
2019-02-19,INRZeroCurve,300yr,6.7850,6.7850
2019-02-18,INRZeroCurve,300yr,6.7390,6.7390
2019-02-15,INRZeroCurve,300yr,6.7880,6.7880
2019-02-14,INRZeroCurve,300yr,6.8410,6.8410
2019-02-12,INRZeroCurve,300yr,6.8470,6.8470
2019-02-11,INRZeroCurve,300yr,6.8530,6.8530
2019-02-08,INRZeroCurve,300yr,6.8780,6.8780
2019-02-07,INRZeroCurve,300yr,7.0210,7.0210
2019-02-06,INRZeroCurve,300yr,7.1130,7.1130
2019-02-05,INRZeroCurve,300yr,7.0910,7.0910
2019-02-04,INRZeroCurve,300yr,7.0220,7.0220
2019-02-01,INRZeroCurve,300yr,6.9760,6.9760
2019-01-31,INRZeroCurve,300yr,7.0090,7.0090
2019-01-30,INRZeroCurve,300yr,7.0050,7.0050
2019-01-29,INRZeroCurve,300yr,7.0060,7.0060
2019-01-28,INRZeroCurve,300yr,7.0040,7.0040
2019-01-25,INRZeroCurve,300yr,7.0160,7.0160
2019-01-24,INRZeroCurve,300yr,7.0920,7.0920
2019-01-23,INRZeroCurve,300yr,6.9810,6.9810
2019-01-22,INRZeroCurve,300yr,7.0830,7.0830
2019-01-21,INRZeroCurve,300yr,7.0030,7.0030
2019-01-18,INRZeroCurve,300yr,7.0040,7.0040
2019-01-17,INRZeroCurve,300yr,7.0020,7.0020
2019-01-16,INRZeroCurve,300yr,6.9920,6.9920
2019-01-15,INRZeroCurve,300yr,6.9970,6.9970
2019-01-14,INRZeroCurve,300yr,7.0650,7.0650
2019-01-11,INRZeroCurve,300yr,7.0270,7.0270
2019-01-10,INRZeroCurve,300yr,7.0320,7.0320
2019-01-09,INRZeroCurve,300yr,7.0180,7.0180
2019-01-08,INRZeroCurve,300yr,7.0470,7.0470
2019-01-07,INRZeroCurve,300yr,7.1060,7.1060
2019-01-04,INRZeroCurve,300yr,7.0610,7.0610
2019-01-03,INRZeroCurve,300yr,7.0320,7.0320
2019-01-02,INRZeroCurve,300yr,7.0520,7.0520
2019-01-01,INRZeroCurve,300yr,7.10,7.10
2018-12-31,INRZeroCurve,300yr,7.09,7.09
2018-12-28,INRZeroCurve,300yr,7.0430,7.0430
2018-12-27,INRZeroCurve,300yr,7.0450,7.0450
2018-12-26,INRZeroCurve,300yr,7.0660,7.0660
2018-12-24,INRZeroCurve,300yr,7.0650,7.0650
2018-12-21,INRZeroCurve,300yr,7.0660,7.0660
2018-12-20,INRZeroCurve,300yr,7.06,7.06
2018-12-19,INRZeroCurve,300yr,7.06,7.06
2019-12-31,INRZeroCurve,325yr,6.3570,6.3570
2019-12-30,INRZeroCurve,325yr,6.11,6.11
2019-12-27,INRZeroCurve,325yr,6.11,6.11
2019-12-26,INRZeroCurve,325yr,6.11,6.11
2019-12-24,INRZeroCurve,325yr,6.11,6.11
2019-12-23,INRZeroCurve,325yr,6.11,6.11
2019-12-20,INRZeroCurve,325yr,6.11,6.11
2019-12-19,INRZeroCurve,325yr,6.11,6.11
2019-12-18,INRZeroCurve,325yr,6.11,6.11
2019-12-17,INRZeroCurve,325yr,6.11,6.11
2019-12-16,INRZeroCurve,325yr,6.11,6.11
2019-12-13,INRZeroCurve,325yr,6.11,6.11
2019-12-12,INRZeroCurve,325yr,6.11,6.11
2019-12-11,INRZeroCurve,325yr,6.11,6.11
2019-12-10,INRZeroCurve,325yr,6.11,6.11
2019-12-09,INRZeroCurve,325yr,6.11,6.11
2019-12-06,INRZeroCurve,325yr,6.11,6.11
2019-12-05,INRZeroCurve,325yr,6.11,6.11
2019-12-04,INRZeroCurve,325yr,6.11,6.11
2019-12-03,INRZeroCurve,325yr,6.11,6.11
2019-12-02,INRZeroCurve,325yr,6.11,6.11
2019-11-29,INRZeroCurve,325yr,6.11,6.11
2019-11-28,INRZeroCurve,325yr,6.11,6.11
2019-11-27,INRZeroCurve,325yr,6.11,6.11
2019-11-26,INRZeroCurve,325yr,6.11,6.11
2019-11-25,INRZeroCurve,325yr,6.11,6.11
2019-11-22,INRZeroCurve,325yr,6.11,6.11
2019-11-21,INRZeroCurve,325yr,6.11,6.11
2019-11-20,INRZeroCurve,325yr,6.11,6.11
2019-11-19,INRZeroCurve,325yr,6.11,6.11
2019-11-18,INRZeroCurve,325yr,6.11,6.11
2019-11-15,INRZeroCurve,325yr,6.11,6.11
2019-11-14,INRZeroCurve,325yr,6.11,6.11
2019-11-13,INRZeroCurve,325yr,6.11,6.11
2019-11-11,INRZeroCurve,325yr,6.11,6.11
2019-11-08,INRZeroCurve,325yr,6.11,6.11
2019-11-07,INRZeroCurve,325yr,6.11,6.11
2019-11-06,INRZeroCurve,325yr,6.11,6.11
2019-11-05,INRZeroCurve,325yr,6.11,6.11
2019-11-04,INRZeroCurve,325yr,6.11,6.11
2019-11-01,INRZeroCurve,325yr,6.11,6.11
2019-10-31,INRZeroCurve,325yr,6.11,6.11
2019-10-30,INRZeroCurve,325yr,6.11,6.11
2019-10-29,INRZeroCurve,325yr,6.11,6.11
2019-10-28,INRZeroCurve,325yr,6.11,6.11
2019-10-25,INRZeroCurve,325yr,6.11,6.11
2019-10-24,INRZeroCurve,325yr,6.11,6.11
2019-10-23,INRZeroCurve,325yr,6.11,6.11
2019-10-22,INRZeroCurve,325yr,6.11,6.11
2019-10-18,INRZeroCurve,325yr,6.11,6.11
2019-10-17,INRZeroCurve,325yr,6.11,6.11
2019-10-16,INRZeroCurve,325yr,6.11,6.11
2019-10-15,INRZeroCurve,325yr,6.11,6.11
2019-10-14,INRZeroCurve,325yr,6.11,6.11
2019-10-11,INRZeroCurve,325yr,6.11,6.11
2019-10-10,INRZeroCurve,325yr,6.11,6.11
2019-10-09,INRZeroCurve,325yr,6.11,6.11
2019-10-07,INRZeroCurve,325yr,6.11,6.11
2019-10-04,INRZeroCurve,325yr,6.11,6.11
2019-10-03,INRZeroCurve,325yr,6.11,6.11
2019-10-01,INRZeroCurve,325yr,6.11,6.11
2019-09-30,INRZeroCurve,325yr,6.11,6.11
2019-09-27,INRZeroCurve,325yr,6.11,6.11
2019-09-26,INRZeroCurve,325yr,6.11,6.11
2019-09-25,INRZeroCurve,325yr,6.11,6.11
2019-09-24,INRZeroCurve,325yr,6.11,6.11
2019-09-23,INRZeroCurve,325yr,6.11,6.11
2019-09-20,INRZeroCurve,325yr,6.11,6.11
2019-09-19,INRZeroCurve,325yr,6.11,6.11
2019-09-18,INRZeroCurve,325yr,6.11,6.11
2019-09-17,INRZeroCurve,325yr,6.11,6.11
2019-09-16,INRZeroCurve,325yr,6.11,6.11
2019-09-13,INRZeroCurve,325yr,6.11,6.11
2019-09-12,INRZeroCurve,325yr,6.11,6.11
2019-09-11,INRZeroCurve,325yr,6.11,6.11
2019-09-09,INRZeroCurve,325yr,6.11,6.11
2019-09-06,INRZeroCurve,325yr,6.11,6.11
2019-09-05,INRZeroCurve,325yr,6.11,6.11
2019-09-04,INRZeroCurve,325yr,6.11,6.11
2019-09-03,INRZeroCurve,325yr,6.11,6.11
2019-08-30,INRZeroCurve,325yr,6.11,6.11
2019-08-29,INRZeroCurve,325yr,6.11,6.11
2019-08-28,INRZeroCurve,325yr,6.11,6.11
2019-08-27,INRZeroCurve,325yr,6.11,6.11
2019-08-26,INRZeroCurve,325yr,6.11,6.11
2019-08-23,INRZeroCurve,325yr,6.11,6.11
2019-08-22,INRZeroCurve,325yr,6.11,6.11
2019-08-21,INRZeroCurve,325yr,6.11,6.11
2019-08-20,INRZeroCurve,325yr,6.11,6.11
2019-08-19,INRZeroCurve,325yr,6.11,6.11
2019-08-16,INRZeroCurve,325yr,6.11,6.11
2019-08-14,INRZeroCurve,325yr,6.11,6.11
2019-08-13,INRZeroCurve,325yr,6.11,6.11
2019-08-09,INRZeroCurve,325yr,6.11,6.11
2019-08-08,INRZeroCurve,325yr,6.11,6.11
2019-08-07,INRZeroCurve,325yr,6.11,6.11
2019-08-06,INRZeroCurve,325yr,6.11,6.11
2019-08-05,INRZeroCurve,325yr,6.11,6.11
2019-08-02,INRZeroCurve,325yr,6.11,6.11
2019-08-01,INRZeroCurve,325yr,6.11,6.11
2019-07-31,INRZeroCurve,325yr,6.11,6.11
2019-07-30,INRZeroCurve,325yr,6.11,6.11
2019-07-29,INRZeroCurve,325yr,6.11,6.11
2019-07-26,INRZeroCurve,325yr,6.11,6.11
2019-07-25,INRZeroCurve,325yr,6.11,6.11
2019-07-24,INRZeroCurve,325yr,6.11,6.11
2019-07-23,INRZeroCurve,325yr,6.11,6.11
2019-07-22,INRZeroCurve,325yr,6.11,6.11
2019-07-19,INRZeroCurve,325yr,6.11,6.11
2019-07-18,INRZeroCurve,325yr,6.11,6.11
2019-07-17,INRZeroCurve,325yr,6.11,6.11
2019-07-16,INRZeroCurve,325yr,6.11,6.11
2019-07-15,INRZeroCurve,325yr,6.11,6.11
2019-07-12,INRZeroCurve,325yr,6.11,6.11
2019-07-11,INRZeroCurve,325yr,6.11,6.11
2019-07-10,INRZeroCurve,325yr,6.11,6.11
2019-07-09,INRZeroCurve,325yr,6.11,6.11
2019-07-08,INRZeroCurve,325yr,6.11,6.11
2019-07-05,INRZeroCurve,325yr,6.11,6.11
2019-07-04,INRZeroCurve,325yr,6.11,6.11
2019-07-03,INRZeroCurve,325yr,6.11,6.11
2019-07-02,INRZeroCurve,325yr,6.11,6.11
2019-07-01,INRZeroCurve,325yr,6.11,6.11
2019-06-28,INRZeroCurve,325yr,6.11,6.11
2019-06-27,INRZeroCurve,325yr,6.11,6.11
2019-06-26,INRZeroCurve,325yr,6.11,6.11
2019-06-25,INRZeroCurve,325yr,6.11,6.11
2019-06-24,INRZeroCurve,325yr,6.11,6.11
2019-06-21,INRZeroCurve,325yr,6.11,6.11
2019-06-20,INRZeroCurve,325yr,6.11,6.11
2019-06-19,INRZeroCurve,325yr,6.11,6.11
2019-06-18,INRZeroCurve,325yr,6.11,6.11
2019-06-17,INRZeroCurve,325yr,6.11,6.11
2019-06-14,INRZeroCurve,325yr,6.11,6.11
2019-06-13,INRZeroCurve,325yr,6.11,6.11
2019-06-12,INRZeroCurve,325yr,6.11,6.11
2019-06-11,INRZeroCurve,325yr,6.04,6.04
2019-06-10,INRZeroCurve,325yr,6.04,6.04
2019-06-07,INRZeroCurve,325yr,6.05,6.05
2019-06-06,INRZeroCurve,325yr,6.04,6.04
2019-06-04,INRZeroCurve,325yr,6.16,6.16
2019-06-03,INRZeroCurve,325yr,6.13,6.13
2019-05-31,INRZeroCurve,325yr,6.22,6.22
2019-05-30,INRZeroCurve,325yr,6.30,6.30
2019-05-29,INRZeroCurve,325yr,6.29,6.29
2019-05-28,INRZeroCurve,325yr,6.30,6.30
2019-05-27,INRZeroCurve,325yr,6.30,6.30
2019-05-24,INRZeroCurve,325yr,6.37,6.37
2019-05-23,INRZeroCurve,325yr,6.37,6.37
2019-05-22,INRZeroCurve,325yr,6.41,6.41
2019-05-21,INRZeroCurve,325yr,6.41,6.41
2019-05-20,INRZeroCurve,325yr,6.35,6.35
2019-05-17,INRZeroCurve,325yr,6.43,6.43
2019-05-16,INRZeroCurve,325yr,6.40,6.40
2019-05-15,INRZeroCurve,325yr,6.43,6.43
2019-05-14,INRZeroCurve,325yr,6.45,6.45
2019-05-13,INRZeroCurve,325yr,6.49,6.49
2019-05-10,INRZeroCurve,325yr,6.53,6.53
2019-05-09,INRZeroCurve,325yr,6.52,6.52
2019-05-08,INRZeroCurve,325yr,6.53,6.53
2019-05-07,INRZeroCurve,325yr,6.47,6.47
2019-05-06,INRZeroCurve,325yr,6.46,6.46
2019-05-03,INRZeroCurve,325yr,6.50,6.50
2019-05-02,INRZeroCurve,325yr,6.48,6.48
2019-04-30,INRZeroCurve,325yr,6.50,6.50
2019-04-26,INRZeroCurve,325yr,6.46,6.46
2019-04-25,INRZeroCurve,325yr,6.50,6.50
2019-04-24,INRZeroCurve,325yr,6.50,6.50
2019-04-23,INRZeroCurve,325yr,6.44,6.44
2019-04-22,INRZeroCurve,325yr,6.43,6.43
2019-04-18,INRZeroCurve,325yr,6.44,6.44
2019-04-16,INRZeroCurve,325yr,6.41,6.41
2019-04-15,INRZeroCurve,325yr,6.41,6.41
2019-04-12,INRZeroCurve,325yr,6.34,6.34
2019-04-11,INRZeroCurve,325yr,6.38,6.38
2019-04-10,INRZeroCurve,325yr,6.36,6.36
2019-04-09,INRZeroCurve,325yr,6.31,6.31
2019-04-08,INRZeroCurve,325yr,6.30,6.30
2019-04-05,INRZeroCurve,325yr,6.30,6.30
2019-04-04,INRZeroCurve,325yr,6.29,6.29
2019-04-03,INRZeroCurve,325yr,6.30,6.30
2019-04-02,INRZeroCurve,325yr,6.31,6.31
2019-04-01,INRZeroCurve,325yr,6.31,6.31
2019-03-28,INRZeroCurve,325yr,6.37,6.37
2019-03-27,INRZeroCurve,325yr,6.38,6.38
2019-03-26,INRZeroCurve,325yr,6.37,6.37
2019-03-25,INRZeroCurve,325yr,6.37,6.37
2019-03-22,INRZeroCurve,325yr,6.39,6.39
2019-03-20,INRZeroCurve,325yr,6.41,6.41
2019-03-19,INRZeroCurve,325yr,6.42,6.42
2019-03-18,INRZeroCurve,325yr,6.41,6.41
2019-03-15,INRZeroCurve,325yr,6.40,6.40
2019-03-14,INRZeroCurve,325yr,6.42,6.42
2019-03-13,INRZeroCurve,325yr,6.48,6.48
2019-03-12,INRZeroCurve,325yr,6.47,6.47
2019-03-11,INRZeroCurve,325yr,6.50,6.50
2019-03-08,INRZeroCurve,325yr,6.47,6.47
2019-03-07,INRZeroCurve,325yr,6.48,6.48
2019-03-06,INRZeroCurve,325yr,6.51,6.51
2019-03-05,INRZeroCurve,325yr,6.49,6.49
2019-03-01,INRZeroCurve,325yr,6.50,6.50
2019-02-28,INRZeroCurve,325yr,6.51,6.51
2019-02-27,INRZeroCurve,325yr,6.52,6.52
2019-02-26,INRZeroCurve,325yr,6.50,6.50
2019-02-25,INRZeroCurve,325yr,6.53,6.53
2019-02-22,INRZeroCurve,325yr,6.61,6.61
2019-02-21,INRZeroCurve,325yr,6.48,6.48
2019-02-20,INRZeroCurve,325yr,6.50,6.50
2019-02-19,INRZeroCurve,325yr,6.50,6.50
2019-02-18,INRZeroCurve,325yr,6.50,6.50
2019-02-15,INRZeroCurve,325yr,6.46,6.46
2019-02-14,INRZeroCurve,325yr,6.48,6.48
2019-02-12,INRZeroCurve,325yr,6.60,6.60
2019-02-11,INRZeroCurve,325yr,6.58,6.58
2019-02-08,INRZeroCurve,325yr,6.55,6.55
2019-02-07,INRZeroCurve,325yr,6.60,6.60
2019-02-06,INRZeroCurve,325yr,6.77,6.77
2019-02-05,INRZeroCurve,325yr,6.75,6.75
2019-02-04,INRZeroCurve,325yr,6.75,6.75
2019-02-01,INRZeroCurve,325yr,6.80,6.80
2019-01-31,INRZeroCurve,325yr,6.73,6.73
2019-01-30,INRZeroCurve,325yr,6.77,6.77
2019-01-29,INRZeroCurve,325yr,6.75,6.75
2019-01-28,INRZeroCurve,325yr,6.76,6.76
2019-01-25,INRZeroCurve,325yr,6.76,6.76
2019-01-24,INRZeroCurve,325yr,6.77,6.77
2019-01-23,INRZeroCurve,325yr,6.81,6.81
2019-01-22,INRZeroCurve,325yr,6.80,6.80
2019-01-21,INRZeroCurve,325yr,6.80,6.80
2019-01-18,INRZeroCurve,325yr,6.80,6.80
2019-01-17,INRZeroCurve,325yr,6.80,6.80
2019-01-16,INRZeroCurve,325yr,6.84,6.84
2019-01-15,INRZeroCurve,325yr,6.83,6.83
2019-01-14,INRZeroCurve,325yr,6.84,6.84
2019-01-11,INRZeroCurve,325yr,6.87,6.87
2019-01-10,INRZeroCurve,325yr,6.85,6.85
2019-01-09,INRZeroCurve,325yr,6.87,6.87
2019-01-08,INRZeroCurve,325yr,6.85,6.85
